Artist ID,Name,Nationality,Gender,Birth Year,Death Year
2861,Martin Jackson,American,Male,1919.0,1986.0
2862,Oliver Jackson,American,Male,1935.0,Unknown
2863,William Henry Jackson,American,Male,1843.0,1942.0
2864,David Jacob,American,Male,1928.0,Unknown
2865,Max Jacob,French,Male,1876.0,1944.0
2866,Walter Jacob,German,Male,1893.0,1964.0
2867,Aldo Jacober,Italian,Male,1939.0,Unknown
2868,Lotte Jacobi,American,Female,1896.0,1990.0
2869,Arne Jacobsen,Danish,Male,1902.0,1971.0
2871,Alexandra Nikolaevna Jacobson,Russian,Female,Unknown,Unknown
2872,James J. Jacobson,American,Male,Unknown,Unknown
2873,J. Jacquelin,French,Gender unknown,Unknown,Unknown
2874,Alain Jacquet,French,Male,1939.0,2008.0
2875,Yvonne Jacquette,American,Female,1934.0,Unknown
2876,Willy Jaeckel,German,Male,1888.0,1944.0
2877,Bernhard Jaeger,German,Male,Unknown,Unknown
2878,N. Jay Jaffee,American,Male,1921.0,1999.0
2879,Shirley Jaffe,American,Female,1923.0,2016.0
2880,Christopher P. James,American,Male,1947.0,Unknown
2881,Marcel Janco,Israeli,Male,1895.0,1984.0
2882,Sidney Janis,American,Male,1896.0,1989.0
2883,Tony Jannetti,American,Male,1947.0,Unknown
2884,Alain Jans,French,Male,Unknown,Unknown
2885,Angela Jansen,American,Female,1929.0,Unknown
2886,Franz Maria Jansen,German,Male,1885.0,1958.0
2887,Horst Janssen,German,Male,1929.0,1995.0
2888,Richard Janthur,German,Male,1883.0,1956.0
2889,Rudolph Janu,American,Male,1934.0,Unknown
2890,Théophile Jaquen,French,Male,Unknown,Unknown
2891,Richards Jarden,American,Male,1947.0,Unknown
2892,Evandro Carlos Jardim,Brazilian,Male,Unknown,Unknown
2893,Alfred Jarry,French,Male,1873.0,1907.0
2894,James Jarvaise,American,Male,1925.0,Unknown
2895,Valerie Jaudon,American,Female,1945.0,Unknown
2896,Alexei Jawlensky,Russian,Male,1864.0,1941.0
2898,Marcel Jean,French,Male,1900.0,1993.0
2899,Pierre Jeanneret,Swiss,Male,1896.0,1967.0
2900,Jeff (Jeff Russell),American,Male,1942.0,Unknown
2901,Werner Jeker,Swiss,Male,1944.0,Unknown
2902,Paul Jenkins,American,Male,1923.0,2012.0
2903,Thomas Jenkins,American,Male,1953.0,2008.0
2904,Neil Jenney,American,Male,1945.0,Unknown
2905,Payne Jennings,British,Gender unknown,Unknown,Unknown
2906,Alfred Jensen,American,Male,1903.0,1981.0
2907,Bill Jensen,American,Male,1945.0,Unknown
2909,Jacob Jensen,Danish,Male,1926.0,2015.0
2911,Floris Jespers,Belgian,Male,1889.0,1965.0
2912,Oscar Jespers,Belgian,Male,1887.0,1970.0
2913,Jess,American,Male,1923.0,2004.0
2914,Luis Jimenez,American,Male,1940.0,2006.0
2915,Max Jiménez,Costa Rican,Male,1908.0,1949.0
2916,Edith Jimenez,Paraguayan,Female,1918.0,2004.0
2918,Carl H. Johansen III,American,Gender unknown,Unknown,Unknown
2919,Patricia Johanson,American,Female,1940.0,Unknown
2920,Augustus John,British,Male,1878.0,1961.0
2921,Gwen John,British,Female,1876.0,1939.0
2922,Jiri John,Czech,Male,1923.0,1972.0
2923,Jasper Johns,American,Male,1930.0,Unknown
2924,Clifton Johnson,American,Male,1865.0,1940.0
2925,Daniel LaRue Johnson,American,Male,1938.0,Unknown
2926,Lester F. Johnson,American,Male,1919.0,2010.0
2927,Philip Johnson,American,Male,1906.0,2005.0
2928,Ray Johnson,American,Male,1927.0,1995.0
2929,Ynez Johnston,American,Female,1920.0,Unknown
2930,Joan Jonas,American,Female,1936.0,Unknown
2931,Allen Jones,British,Male,1937.0,Unknown
2932,E. Powis Jones,American,Male,1919.0,Unknown
2933,Harold Jones,American,Male,1940.0,Unknown
2934,Joe Jones,American,Male,1934.0,1993.0
2935,John Paul Jones,American,Male,1924.0,1999.0
2936,Pirkle Jones,American,Male,1914.0,2009.0
2937,Robert Edmond Jones,American,Male,1887.0,1954.0
2938,Charles Jongejans,Dutch,Male,Unknown,Unknown
2939,Raymond Jonson,American,Male,1891.0,1982.0
2940,Sven Jonson,Swedish,Male,1902.0,1981.0
2941,Paul Joostens,Dutch,Male,1889.0,1960.0
2942,Raymond Jordan,American,Male,1895.0,Unknown
2943,Asger Jorn,Danish,Male,1914.0,1973.0
2944,Ken Josephson,American,Male,1932.0,Unknown
2945,Henri-Gustave Jossot,French,Male,1866.0,1951.0
2946,Bernard Joubert,French,Male,1946.0,Unknown
2947,Carl Jakob Jucker,Swiss,Male,1902.0,1997.0
2948,Donald Judd,American,Male,1928.0,1994.0
2949,Finn Juhl,Danish,Male,1912.0,1989.0
2950,Sven-Eric Juhlin,Swedish,Male,1940.0,Unknown
2951,Mervin Jules,American,Male,1912.0,1994.0
2952,Bishin Jumonji,Japanese,Male,1947.0,Unknown
2953,Dora Jung,Finnish,Female,1906.0,1980.0
2954,Theodor Jung,American,Male,1906.0,1996.0
2955,J. P. Junot,French,Gender unknown,Unknown,Unknown
2956,Joan Junyer,American,Male,1904.0,1994.0
2957,Robert Kabak,American,Male,1930.0,Unknown
2960,Reuben Kadish,American,Male,1913.0,Unknown
2961,Menashe Kadishman,Israeli,Male,1932.0,2015.0
2962,Kafemann,Nationality unknown,Gender unknown,Unknown,Unknown
2963,Frida Kahlo,Mexican,Female,1907.0,1954.0
2964,Louis I. Kahn,American,Male,1901.0,1974.0
2965,Max Kahn,American,Male,1902.0,2005.0
2966,Richard Kahn,American,Male,1947.0,Unknown
2967,Wolf Kahn,American,Male,1927.0,Unknown
2968,Jacob Kainen,American,Male,1909.0,2001.0
2969,Leopold von Kalckreuth,German,Male,1855.0,1928.0
2970,Viaceslav Kalinin,Russian,Male,1939.0,Unknown
2971,Horst-Egon Kalinowski,German,Male,1924.0,2013.0
2972,Simpson Kalisher,American,Male,1926.0,Unknown
2973,Richard Kalvar,American,Male,1944.0,Unknown
2974,Yusaku Kamekura,Japanese,Male,1915.0,1997.0
2975,Takahisa Kamijyo,Japanese,Male,1940.0,Unknown
2977,Gerome Kamrowski,American,Male,1914.0,2004.0
2978,Consuelo Kanaga,American,Female,1894.0,1978.0
2979,Kanamori Yoshio,Japanese,Male,1922.0,Unknown
2980,Eizi Kanbayashi,Japanese,Male,Unknown,Unknown
2981,Vasily Kandinsky,French,Male,1866.0,1944.0
2982,John Kane,American,Male,1860.0,1934.0
2983,Bob Kane,American,Male,1937.0,2013.0
2984,Matsumi Kanemitsu,American,Male,1922.0,1992.0
2985,Sam Kaner,American,Male,Unknown,Unknown
2986,Mitsuo Kano,Japanese,Male,1933.0,Unknown
2987,Alexander Kanoldt,German,Male,1881.0,1939.0
2988,Morris Kantor,American,Male,1896.0,1974.0
2989,Tim Kantor,American,Male,1932.0,Unknown
2990,Herbert W. Kapitzki,Nationality unknown,Male,Unknown,Unknown
2991,Anatoli Lvovich Kaplan,Russian,Male,1902.0,1980.0
2993,Jerome Kaplan,American,Male,1920.0,Unknown
2994,Peggy Jarrell Kaplan,American,Female,1943.0,Unknown
2995,Anish Kapoor,British,Male,1954.0,Unknown
2996,Susan Kaprov,American,Female,1946.0,Unknown
2997,Allan Kaprow,American,Male,1927.0,2006.0
2998,Janusz Kapusta,Polish,Male,1951.0,Unknown
2999,Erica Karawina,German,Female,1904.0,2003.0
3000,Dennis Kardon,American,Male,1950.0,Unknown
3001,Bernard Karfiol,American,Male,1886.0,1952.0
3002,"Karhula-Iitala, company design",Finnish,Gender unknown,Unknown,Unknown
3004,Wolf Karnagel,German,Male,1940.0,Unknown
3005,G. Karquel,French,Gender unknown,Unknown,Unknown
3006,Yousuf Karsh,Canadian,Male,1908.0,2002.0
3007,Kasai,Nationality unknown,Gender unknown,Unknown,Unknown
3008,Gertrude Käsebier,American,Female,1852.0,1934.0
3009,Pentti Kaskipuo,Finnish,Male,1930.0,Unknown
3010,Lajos Kassák,Hungarian,Male,1887.0,1967.0
3011,Barbara Kasten,American,Female,1936.0,Unknown
3012,Karl Kasten,American,Male,1916.0,2010.0
3013,William Katavolos,American,Male,1924.0,Unknown
3014,Eiichiro Katayama,Nationality unknown,Gender unknown,Unknown,Unknown
3015,Koji Kato,Japanese,Male,Unknown,Unknown
3016,Alex Katz,American,Male,1927.0,Unknown
3017,Joel Katz,Nationality unknown,Male,Unknown,Unknown
3018,Leo Katz,American,Male,1887.0,1982.0
3019,Herbert Katzman,American,Male,1923.0,2004.0
3020,E. McKnight Kauffer,American,Male,1890.0,1954.0
3021,Craig Kauffman,American,Male,1932.0,2010.0
3022,Donald  Kaufman,American,Male,1935.0,Unknown
3024,Pettus Kaufman,Nationality unknown,Gender unknown,Unknown,Unknown
3025,Willy Kaufmann,Swiss,Male,1932.0,Unknown
3026,Max Kaus,German,Male,1891.0,1977.0
3027,Kikuji Kawada,Japanese,Male,1933.0,Unknown
3028,Kawakami Sumio,Japanese,Male,1895.0,1972.0
3029,Kawanishi Hide,Japanese,Male,Unknown,Unknown
3030,On Kawara,Japanese,Male,1933.0,Unknown
3031,Takeshi Kawashima,Japanese,Male,1930.0,Unknown
3032,J. P. Kayser Sohn,German,Gender unknown,1814.0,Unknown
3033,Kayserzinn Workshop,German,Gender unknown,Unknown,Unknown
3034,Kazuko,Japanese,Female,1942.0,Unknown
3035,Jerry Kearns,American,Male,1943.0,Unknown
3037,Pat Keely,British,Male,Unknown,Unknown
3038,Kim Keever,American,Female,1950.0,Unknown
3039,Kein,American,Gender unknown,Unknown,Unknown
3041,Ernst Keller,Swiss,Male,1891.0,1968.0
3042,Henry George Keller,American,Male,1869.0,1949.0
3044,Douglas Kelley,American,Male,1928.0,Unknown
3045,Mike Kelley,American,Male,1954.0,2012.0
3046,Jean Kellogg,American,Female,1910.0,1995.0
3047,Daniel Kelly,American,Male,1947.0,Unknown
3048,Ellsworth Kelly,American,Male,1923.0,2015.0
3049,James Kelly,American,Male,1913.0,Unknown
3050,Leon Kelly,American,Male,1901.0,1982.0
3051,Richard Kelly,American,Male,1910.0,1977.0
3052,Sherman L. Kelly,American,Male,1869.0,1952.0
3053,Paul Kelpe,American,Male,1902.0,1985.0
3054,Richard Kemble,American,Male,1932.0,2007.0
3055,Zoltan Kemeny,Swiss,Male,1907.0,1965.0
3056,Roland Kempe,Swedish,Male,Unknown,Unknown
3057,William Sargent Kendall,American,Male,1869.0,1938.0
3058,Mel Kendrick,American,Male,1949.0,Unknown
3059,Isamu Kenmochi,Japanese,Male,1912.0,1971.0
3060,Clarence Kennedy,American,Male,1892.0,1972.0
3061,Gene Kennedy,American,Male,1946.0,Unknown
3062,Eric Henri Kennington,British,Male,1888.0,1960.0
3065,Rockwell Kent,American,Male,1882.0,1971.0
3066,Colleen Frances Kenyon,American,Female,1951.0,Unknown
3067,György Kepes,American,Male,1906.0,2001.0
3068,Juliet Kepes,American,Female,1919.0,1999.0
3069,G. Ray Kerciu,American,Male,1933.0,Unknown
3071,Eugène Nestor de Kermadec,French,Male,1899.0,1976.0
3072,André Kertész,American,Male,1894.0,1985.0
3073,Alan Kessler,American,Male,1945.0,Unknown
3074,Jon Kessler,American,Male,1957.0,Unknown
3075,Robert Glenn Ketchum,American,Male,1947.0,Unknown
3076,Mar Jean Kettunen,American,Female,1926.0,Unknown
3078,Bhupen P. Khakhar,Indian,Male,1934.0,2003.0
3079,Krishen Khanna,Indian,Male,1925.0,Unknown
3081,Henry Khudyakov,Russian,Male,1930.0,Unknown
3082,Kiawak Ashoona,Canadian,Male,1933.0,Unknown
3083,Michael Kidner,British,Male,1917.0,Unknown
3085,Hubert Kiecol,German,Male,1950.0,Unknown
3086,Anselm Kiefer,German,Male,1945.0,Unknown
3087,William Kienbusch,American,Male,1914.0,1980.0
3088,Edward Kienholz,American,Male,1927.0,1994.0
3090,Günther Kieser,German,Male,1930.0,Unknown
3091,Frederick Kiesler,American,Male,1890.0,1965.0
3092,Ken Kiff,British,Male,1935.0,2001.0
3093,Mokuma Kikuhata,Japanese,Male,1935.0,Unknown
3094,Chris Killip,British,Male,1946.0,Unknown
3095,Kenneth Kilstrom,American,Male,1922.0,1995.0
3096,Tchah-Sup Kim,Korean,Male,1942.0,Unknown
3097,Ihei Kimura,Japanese,Male,1901.0,1974.0
3098,Kosuke Kimura,Japanese,Male,1936.0,Unknown
3099,Risaburo Kimura,Japanese,Male,1924.0,Unknown
3100,Shigeru Kimura,Japanese,Male,Unknown,Unknown
3101,David Kindersley,British,Male,1915.0,Unknown
3102,Bruce Anthony King,Canadian,Male,1934.0,Unknown
3104,Phillip King,British,Male,1934.0,Unknown
3105,W. B. King,American,Gender unknown,1880.0,1927.0
3106,Dong Kingman,American,Male,1911.0,2000.0
3107,Hazel Kingsbury,American,Female,1907.0,1982.0
3108,Jonah Kinigstein,American,Male,1923.0,Unknown
3109,Tomio Kinoshita,Japanese,Male,1923.0,2014.0
3110,Darius Kinsey,American,Male,1869.0,1945.0
3111,Martin Kippenberger,German,Male,1953.0,1997.0
3112,Yasuhiro Kira,Japanese,Male,1947.0,Unknown
3113,Michael Kirby,American,Male,1931.0,Unknown
3114,Guenther C. Kirchberger,German,Male,1928.0,Unknown
3115,Ernst Ludwig Kirchner,German,Male,1880.0,1938.0
3116,Alain Kirili,French,Male,1946.0,Unknown
3117,Eve Kirk,British,Female,1900.0,1969.0
3118,Per Kirkeby,Danish,Male,1938.0,Unknown
3119,Toshiyuki Kita,Japanese,Male,1942.0,Unknown
3120,Shozo Kitadai,Japanese,Male,1921.0,2001.0
3121,R. B. Kitaj,American,Male,1932.0,2007.0
3122,Fumio Kitaoka,Japanese,Male,1918.0,2007.0
3123,Poul Kjærholm,Danish,Male,1929.0,1980.0
3124,Jóhannes Sveinsson Kjarval,Icelandic,Male,1885.0,1972.0
3125,Charles Klabunde,American,Male,1934.0,Unknown
3126,Konrad Klapheck,German,Male,Unknown,Unknown
3127,Klara,British,Gender unknown,Unknown,Unknown
3128,Gabi Klasmer,Israeli,Female,1950.0,Unknown
3129,Felix Klee,German,Male,1907.0,1990.0
3130,Paul Klee,German,Male,1879.0,1940.0
3131,Ron Kleemann,American,Male,1937.0,2014.0
3132,Allen Klein,American,Male,1938.0,Unknown
3133,Cesar Klein,German,Male,1876.0,1954.0
3134,David Klein,American,Male,1918.0,2005.0
3135,Irwin B. Klein,American,Male,1933.0,1974.0
3136,William Klein,American,Male,1928.0,Unknown
3137,Yves Klein,French,Male,1928.0,1962.0
3138,Richard Kleinberg,American,Male,1949.0,Unknown
3139,Lea Kleiner,Chilean,Female,1929.0,Unknown
3140,Paul Kleinschmidt,German,Male,1883.0,1949.0
3141,Vera Klement,American,Female,Unknown,Unknown
3142,Werner Klemke,German,Male,1917.0,Unknown
3143,Walther Klemm,German,Male,1883.0,1957.0
3144,Mark Klett,American,Male,1952.0,Unknown
3145,Carl Heinz Kliemann,German,Male,1924.0,Unknown
3146,Erika Giovanna Klien,Austrian,Female,1900.0,1957.0
3147,Gustav Klimt,Austrian,Male,1862.0,1918.0
3148,Franz Kline,American,Male,1910.0,1962.0
3149,Max Klinger,German,Male,1857.0,1920.0
3150,Stuart Klipper,American,Male,1941.0,Unknown
3152,Gustav Kluge,German,Male,1947.0,Unknown
3155,Sergei Senkin,Russian,Male,1894.0,1963.0
3156,Berndt Klyvare,Swedish,Male,Unknown,Unknown
3157,Stefan Knapp,British,Male,1921.0,1996.0
3159,Karl Knaths,American,Male,1891.0,1971.0
3160,Werner Knaupp,German,Male,1936.0,Unknown
3161,Ernest Knee,American,Male,1917.0,1983.0
3162,Gwen Knight,American,Female,1913.0,2005.0
3163,Karla Knight,American,Female,1958.0,Unknown
3165,Donald R. Knorr,American,Male,1922.0,Unknown
3166,Charles Knowles,American,Male,1939.0,1958.0
3167,Christopher Knowles,American,Male,1959.0,Unknown
3168,Justin Knowles,British,Male,Unknown,Unknown
3169,Jonathan Knowlton,American,Male,1937.0,Unknown
3170,Win Knowlton,American,Male,1953.0,Unknown
3171,Archibald Knox,British,Male,1864.0,1933.0
3172,Jack Knox,British,Male,1936.0,Unknown
3174,Yasuhide Kobashi,Japanese,Male,1931.0,Unknown
3175,Kobayashi Riichiro,Japanese,Male,Unknown,Unknown
3176,Robert Kobayashi,American,Male,1925.0,Unknown
3177,Aleksander Kobzdej,Polish,Male,1920.0,1972.0
3179,Kenneth Koch,American,Male,1925.0,2002.0
3180,Benita Koch-Otte,German,Female,1892.0,1976.0
3181,Reina Kochashian,Nationality unknown,Female,Unknown,Unknown
3182,Karl Koehler,American,Male,1913.0,Unknown
3183,Fritz Koenig,German,Male,1924.0,Unknown
3184,W. Koenigstein,Austrian,Male,1944.0,Unknown
3185,Ottokar Koeppen,German,Male,Unknown,Unknown
3186,Karl Koepping,German,Male,1848.0,1914.0
3187,Henry Koerner,American,Male,1915.0,1991.0
3188,Jinkichi Koga,Japanese,Male,Unknown,Unknown
3189,Moissey Kogan,Russian,Male,1879.0,1945.0
3191,Oskar Kogoj,Yugoslav,Male,1942.0,Unknown
3192,Gabriel Kohn,American,Male,1910.0,1975.0
3193,Misch Kohn,American,Male,1916.0,Unknown
3194,Nobuaki Kojima,Japanese,Male,1935.0,Unknown
3195,Jurriaan Kok,Dutch,Male,1861.0,1919.0
3196,Valto Kokko,Finnish,Gender unknown,1933.0,Unknown
3197,Oskar Kokoschka,Austrian,Male,1886.0,1980.0
3198,Jirí Kolár,Czech,Male,1914.0,2002.0
3199,Georg Kolbe,German,Male,1877.0,1947.0
3200,Stanislav Kolibal,Czech,Male,1925.0,Unknown
3201,Käthe Kollwitz,German,Female,1867.0,1945.0
3202,Ray Komai,American,Male,1918.0,Unknown
3203,Komai Tetsuro,Japanese,Male,1920.0,1976.0
3204,Ilhan Koman,Turkish,Male,1921.0,1986.0
3205,Vitaly Komar,American,Male,1943.0,Unknown
3206,Komar and Melamid,American,Male,Unknown,Unknown
3207,Makoto Komatsu,Japanese,Male,1943.0,Unknown
3208,Vladimir Michailovich Konashevich,Russian,Male,Unknown,Unknown
3209,Bela Kondor,Hungarian,Male,1931.0,1972.0
3210,Kasper König,German,Male,1940.0,Unknown
3211,Akira Kono,Japanese,Male,Unknown,Unknown
3212,Elaine de Kooning,American,Female,1920.0,1989.0
3213,Willem de Kooning,American,Male,1904.0,1997.0
3216,Benjamin Kopman,American,Male,1887.0,1965.0
3217,Henning Koppel,Danish,Male,1918.0,1981.0
3218,Chaim Koppelman,American,Male,1920.0,2009.0
3220,Georg Koppmann,German,Male,1842.0,1909.0
3221,Schlomo Koren,Israeli,Male,1932.0,Unknown
3222,Gajin Kosaka,Japanese,Male,1877.0,1953.0
3224,Mark Kostabi,American,Male,1960.0,Unknown
3225,Claire Wagner Kosterlitz,American,Female,1903.0,1997.0
3226,Lewis Kostiner,American,Male,1950.0,Unknown
3227,Takehisa Kosugi,Japanese,Male,1938.0,Unknown
3228,Joseph Kosuth,American,Male,1945.0,Unknown
3229,Josef Koudelka,Czech,Male,1938.0,Unknown
3230,Jannis Kounellis,Greek,Male,1936.0,Unknown
3232,Ron Kowalke,American,Male,1936.0,Unknown
3233,Antoni Kowalski,Polish,Male,1957.0,Unknown
3234,Ljuba Kozintzeva-Ehrenburg,Russian,Female,1900.0,1970.0
3235,Joyce Kozloff,American,Female,1942.0,Unknown
3236,Kirsten Kraa,American,Female,1941.0,Unknown
3237,Frans Krajcberg,Brazilian,Male,1921.0,Unknown
3238,William E. Krallman,American,Male,1925.0,Unknown
3239,Margia Kramer,American,Female,1936.0,Unknown
3240,Lee Krasner,American,Female,1908.0,1984.0
3241,Dimitri Mikhailovich Krasnopevtsev,Russian,Male,1925.0,1995.0
3242,Jovan Kratohvil,Yugoslav,Male,1924.0,1998.0
3244,George Krause,American,Male,1937.0,Unknown
3246,Doris Kreindler,American,Female,1901.0,1974.0
3247,August Kreyenkamp,German,Male,1875.0,1950.0
3248,Vasyl Krychevsky,Ukrainian,Male,1927.0,Unknown
3249,Norbert Kricke,German,Male,1922.0,1984.0
3250,Leon Krier,Luxembourgish,Male,1946.0,Unknown
3251,Irving Kriesberg,American,Male,1919.0,2009.0
3252,Paul Smith,American,Male,1907.0,Unknown
3253,Les Krims,American,Gender unknown,Unknown,Unknown
3254,Harold Krisel,American,Male,1920.0,Unknown
3256,Ferdinand Kriwet,German,Male,1942.0,Unknown
3257,William Kriz,American,Male,Unknown,Unknown
3258,Barron Krody,Nationality unknown,Male,1936.0,Unknown
3259,Per Krohg,Norwegian,Male,1889.0,1965.0
3260,Krohl/Offenberg,Nationality unknown,Gender unknown,Unknown,Unknown
3261,Abram Krol,French,Male,1919.0,2001.0
3262,Leon Kroll,American,Male,1884.0,1974.0
3263,Aleksei Kruchenykh,Russian,Male,1886.0,1969.0
3264,Christian Kruck,German,Male,Unknown,Unknown
3265,Louise Kruger,American,Female,1924.0,2013.0
3266,Barbara Kruger,American,Female,1945.0,Unknown
3267,Harry van Kruiningen,Dutch,Male,1906.0,Unknown
3268,Germaine Krull,Dutch,Female,1897.0,1985.0
3269,Alexander Z. Kruse,American,Male,1888.0,1972.0
3270,Nicholas Krushenick,American,Male,1929.0,1999.0
3272,Charles Krutch,American,Male,1887.0,1981.0
3274,Michel Szulc Krzyzanowski,Dutch,Male,1949.0,Unknown
3275,Allen Kubach,American,Male,Unknown,Unknown
3276,Alfred Kubin,Austrian,Male,1877.0,1959.0
3277,Shigeko Kubota,Japanese,Female,1937.0,2015.0
3279,Alena Kucerova,Czech,Female,1935.0,Unknown
3280,Rainer Kuchenmeister,Nationality unknown,Male,1926.0,Unknown
3281,Tetsumi Kudo,Japanese,Male,1935.0,1990.0
3282,Ivan Kudriashov,Russian,Male,1896.0,1972.0
3283,Gary Kuehn,American,Male,1939.0,Unknown
3284,Rudolf Kügler,German,Male,1921.0,2013.0
3285,Charles Kuhn,Swiss,Male,1903.0,Unknown
3287,Heinrich Kühn,German,Male,1866.0,1944.0
3288,Walt Kuhn,American,Male,1877.0,1949.0
3289,"O. J. Kuker, Seattle, WA",American,Gender unknown,Unknown,Unknown
3290,Yrjö Kukkapuro,Finnish,Male,1933.0,Unknown
3291,Mikhail Kuprianov,Russian,Male,Unknown,Unknown
3293,Robert Kulicke,American,Male,1924.0,2007.0
3294,Sugeru Kume,Japanese,Male,Unknown,Unknown
3295,Kipton Kumler,American,Gender unknown,Unknown,Unknown
3296,Yasuo Kuniyoshi,American,Male,1889.0,1953.0
3298,Peter Kunz,Swiss,Male,Unknown,Unknown
3300,Lawrence Kupferman,American,Male,1909.0,1982.0
3301,Moshe Kupfermann,Israeli,Male,1926.0,2003.0
3302,František Kupka,Czech,Male,1871.0,1957.0
3304,Juan Kurchan,Argentine,Male,1913.0,1975.0
3305,William Kurelek,Canadian,Male,1927.0,1977.0
3306,Mervyn Kurlansky,British,Male,1936.0,Unknown
3307,Seitaro Kuroda,Japanese,Male,1939.0,Unknown
3308,Masayuki Kurokawa,Japanese,Male,1937.0,Unknown
3309,Kuron - Gogol,German,Gender unknown,Unknown,Unknown
3311,Helmuth Kurtz,Swiss,Male,1903.0,1959.0
3312,Ant Kurvers,Dutch,Male,Unknown,Unknown
3313,Maximilian Kurzweil,Austrian,Male,1867.0,1916.0
3314,Kenji Kusaka,Japanese,Male,1936.0,Unknown
3315,Yayoi Kusama,Japanese,Female,1929.0,Unknown
3316,Rainer Küschall,Swiss,Male,1947.0,Unknown
3317,Robert Kushner,American,Male,1949.0,Unknown
3318,Waldemar Kutner,Brazilian,Gender unknown,1934.0,Unknown
3319,Pavel Kuznetsov,Russian,Male,Unknown,Unknown
3320,Paul Kwilecki,American,Male,1928.0,Unknown
3321,K2 Design Studio,Japanese,Gender unknown,1993.0,Unknown
3322,Jean L'Anselme,French,Male,1919.0,2011.0
3323,Alain de La Bourdonnaye,French,Male,1930.0,Unknown
3325,Roger de La Fresnaye,French,Male,1885.0,1925.0
3326,Chet La More,American,Male,1908.0,1980.0
3327,Terence La Noue,American,Male,1941.0,Unknown
3328,Frank LaPena,American,Male,1937.0,Unknown
3329,Jean-Emile Laboureur,French,Male,1887.0,1943.0
3330,Syl Labrot,American,Male,1929.0,1977.0
3331,Joseph Lacasse,French,Male,1894.0,1975.0
3332,Gaston Lachaise,American,Male,1882.0,1935.0
3333,Georges Lacombe,French,Male,1868.0,1916.0
3334,Jacques Lacomblez,Belgian,Male,1934.0,Unknown
3335,Charles Lacoste,French,Male,1870.0,1959.0
3336,Richard Lacroix,Canadian,Male,1939.0,Unknown
3337,George Ladas,American,Male,Unknown,Unknown
3338,Justen Ladda,German,Male,1953.0,Unknown
3339,Adriano Lagostina,Italian,Male,1915.0,Unknown
3340,Massimo Lagostina,Italian,Male,1908.0,Unknown
3341,Richard Lahey,American,Male,1893.0,1978.0
3342,Wolfgang Laib,German,Male,1950.0,Unknown
3343,Eleanore Laine,American,Female,Unknown,Unknown
3344,Gerald Laing,British,Male,1936.0,2011.0
3346,Maxime Lalanne,French,Male,1827.0,1886.0
3348,Jennett Lam,American,Female,1911.0,1983.0
3349,Wifredo Lam,Cuban,Male,1902.0,1982.0
3350,Thomas Lamb,American,Male,1898.0,1988.0
3351,Jacqueline Lamba,French,Female,1910.0,1993.0
3352,Roberto De Lamónica,Brazilian,Male,1933.0,Unknown
3354,Mark Lancaster,British,Male,1938.0,Unknown
3355,Colin Lanceley,Australian,Male,1938.0,Unknown
3356,Paul Landacre,American,Male,1893.0,1963.0
3357,Jacob Landau,American,Male,1917.0,2001.0
3358,Nils Landberg,Swedish,Male,1907.0,1991.0
3359,Armin Landeck,American,Male,1905.0,1984.0
3361,Ronnie Landfield,American,Male,1947.0,Unknown
3362,Edoardo Landi,Italian,Male,1937.0,Unknown
3363,Bengt Landin,Swedish,Male,1933.0,Unknown
3364,Richard W. Landis,American,Male,1931.0,Unknown
3365,Darrell Landrum,American,Male,1924.0,Unknown
3366,Herman Landshoff,American,Male,1905.0,1986.0
3367,Stanley Landsman,American,Male,1930.0,1984.0
3368,Octave Landuyt,Belgian,Male,1922.0,Unknown
3369,Lois Lane,American,Female,1948.0,Unknown
3370,David Lang,American,Male,1929.0,Unknown
3371,Helmut Lang,German,Male,1924.0,Unknown
3372,Ed E. Langbein,American,Male,Unknown,Unknown
3373,Dorothea Lange,American,Female,1895.0,1965.0
3374,Otto Lange,German,Male,1879.0,1944.0
3375,Wilfred O. Langille,American,Male,1895.0,1996.0
3376,Ernst Langloh,German,Male,Unknown,Unknown
3377,Juan Langlois,Argentine,Male,1926.0,Unknown
3379,André Lanskoy,French,Male,1902.0,1976.0
3380,Louis Lanzano,American,Male,1947.0,Unknown
3381,Ernesto Bruno La Padula,Italian,Male,1902.0,1968.0
3382,Charles Lapierre,French,Gender unknown,Unknown,Unknown
3383,Tadeusz Lapinski,Polish,Male,Unknown,Unknown
3384,Harry S. Lapow,American,Male,1909.0,1983.0
3385,Pierre Laprade,French,Male,1875.0,1931.0
3386,Magali Lara,Mexican,Female,Unknown,Unknown
3387,Raoul François Larche,French,Male,1860.0,1912.0
3388,Berto Lardera,Nationality unknown,Male,Unknown,Unknown
3389,Mikhail Larionov,Russian,Male,1881.0,1964.0
3390,Eugene Larkin,American,Male,1921.0,Unknown
3391,Johannes Larsen,Danish,Male,1912.0,Unknown
3392,Lisa Larsen,American,Female,1925.0,1959.0
3393,William G. Larson,American,Male,1942.0,Unknown
3394,Jacques-Henri Lartigue,French,Male,1894.0,1986.0
3395,Mauricio Lasansky,American,Male,1914.0,2012.0
3396,Pat Lasch,American,Female,1944.0,Unknown
3397,Oskar Laske,Austrian,Male,1874.0,1951.0
3398,Siegfried Laske,Nationality unknown,Male,Unknown,Unknown
3399,Jonathan Lasker,American,Male,1948.0,Unknown
3400,Ibram Lassaw,American,Male,1913.0,2003.0
